Comments,Unnamed: 1,Unnamed: 2,neg,neu,pos
"Make dua for our brothers and sisters of Palestine 
#FreePalestine 
#PrayForPalestine
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Sending prayers and hope for peace to the people of Gaza and Palestine.  #PrayForGaza #PrayForPalestine,,,0.23013871535284697,0.4497456664657448,0.32011561818140816
"Make dua for our brothers and sisters of Palestine 
#FreePalestine 
#PrayForPalestine
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Ayeza Khan responds to criticism over Palestine post #AyezaKhan #CelebrityNews #PrayforPalestine https://oyeyeah.com/celebrity/ayeza-khan-responds-to-criticism-over-palestine-post/â¦,,,0.2776999201531377,0.49697568769605055,0.2253243921508117
"Pray for palestine

#PrayForPalestine",,,0.2323081662969901,0.40914302662269275,0.3585488070803171
Ayeza Khan responds to criticism over Palestine post #AyezaKhan #CelebrityNews #PrayforPalestine https://oyeyeah.com/celebrity/ayeza-khan-responds-to-criticism-over-palestine-post/â¦,,,0.2776999201531377,0.49697568769605055,0.2253243921508117
"Pray for palestine

#PrayForPalestine",,,0.2323081662969901,0.40914302662269275,0.3585488070803171
"Let no one seduce you with vain thoughts; it is precisely these things that kindle the anger of God against rebellious men


#PalestineGenocide 
#PrayForPalestine",,,0.32814262022684343,0.42260939300684874,0.2492479867663079
"#AllahHuAkbar
#AllahHuAkbar
.
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
@IMshamstrz",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"A victim of #Ä±sraelTerrorists.

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",,,0.24525995883092933,0.5350277980269029,0.2197122431421677
"#Hezbollah's anti-ship #missiles, a little remedy for those pesky foreign #warships in the #Mediterranean
#PrayForPalestine #PalestineWillBeFree #Palestine ",,,0.25099208225005865,0.5281716860436768,0.22083623170626446
"Their mosques are being heated under the bombs, they're still not missing any prayers!

Our mosques are being cooled with fans and ACs, and we're still skipping all 5 prayers!
#JummahMubarak #PrayForPalestine",,,0.21747119065140802,0.5478855336782993,0.23464327567029267
"#FreePalaestine
#FreePalaestine 
#PrayForPalestine
@IMshamstrz",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
#freepalestian ,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"#PrayForPalestine""",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"The bombings near the Indonesian Hospital in Gaza are a tragic reminder of the devastating impact of war. Innocent lives lost, families shattered. 
And still Israel calls it self defence.
#CeasefireInGazaNOW #PrayForGaza 
 #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocideâ¦",,,0.33228594312754156,0.41405378163251133,0.25366027523994705
"The whole of America and Europe should stand behind the Israelis, victory or martyrdom is the only way for us, #Abu_Ubaida

 #FreePalestine #PrayForPalestine #Gaza #Gaza_Genocide #GazaHolocaust #Loki #Bitcoin #BANGYEDAM #Ethereum #SaraAliKhan #goldprice #Bhakts #Omegle #Gaza",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"The sky of #Gaza is illuminated by flash #BOMBs dropped by the occupation #IsraelisaGenocidalState #IsraelTerrorists #FreePalestineNow 
#Prayforgaza
#PrayForPalestine 
#AlAqsaFlood 
#AlAqsaNeedsAyubi",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"#AllahHuAkbar
You cannot defeat such a nation that never accepts defeat
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
@IMshamstrz",,,0.25839135596691754,0.4389894229199529,0.30261922111312967
"#AllahHuAkbar
Unbelievable confidence, bravery, daring - a grenade was thrown into the barrel of the tank, destroying it
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",,,0.2665493069620018,0.39290161744335317,0.34054907559464515
"We are minutes away from deathâ: Gazaâs al-Shifa Hospital under attack

#FreePalestineFromIsrael #PrayForPalestine",,,0.2763472408149833,0.4985272210573917,0.2251255381276251
"Stop Gaza genocide
#prayforPalestine
#freePalestine",,,0.3292071679717795,0.439961508532505,0.23083132349571556
"More beautiful Zionist talk.
Would you like these people to live in your country?

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslimâ¦",,,0.22393519861411854,0.5074289586190774,0.2686358427668041
Highlights from last nights debate: We must condemn the terrorist group of HAMAS! #usa #hamasterrorists #hamaspalestine #palestine #nikkihaley #gop #gopdebate #israel #prayforpalestine #prayforisrael,,,0.29733264105099383,0.47477998896430873,0.22788736998469744
"#AsslamuAllekum 
Do not say that our problems are big to Allah, but rather tell your problems that our Allah is very great, merciful, and generous. Insha'Allah, Allah will make everything better one day
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide #Shams_T 
",,,0.2581596482346267,0.4355363173642895,0.30630403440108384
"Well said Rangers fan David

I hope many more Rangers fans speak out about the Genocide taking place in Gaza right now. 
#PrayForPalestine ",,,0.22836095097724285,0.47009156527576496,0.3015474837469921
"Let us join together in heartfelt prayers for the people of Palestine. May Allah protect them, grant them strength, and bring an end to the injustice they face. 
#PrayForPalestine #JummahMubarak #PeaceForPalestine #FreePalestine 
#FreePalaestine 
#FreePalestineâ¦",,,0.25286647606778584,0.43046309178913955,0.31667043214307466
"With 75 years under occupation. Palestine don't need peace, We want freedom.. 

#WestandwithPalestine #raiseVoiceForPalestine #FreePalestine #PrayForPalestine #PalestinianLivesMatter",,,0.26265127126440424,0.49513338332565576,0.24221534540994002
"Even Birds Know Israel Is Terrorist Nation.
Free Palestine 
Pray For Palestinian Peoples.

#Palestine #PalestineUnderAttack
  #Iran #PrayForPalestine
#IsraelTerorrist
#Hezbollah #Israel  #Lebanon
 #Hamas #Gaza
#SupportGaza #ÙÙØ³Ø·ÙÙ #Lebanonnews #Gaza  #AlAqsaFloodOperat",,,0.26291770727638347,0.46723908366711026,0.2698432090565062
"Gazaâs two biggest hospitals cease operations as WHO warns of rising deaths

#FreePalestineFromIsrael #PrayForPalestine",,,0.24116781248345676,0.5399588908111592,0.218873296705384
"Philippine human rights campaigner granted bail

#FreePalestineFromIsrael #PrayForPalestine",,,0.22595371941255785,0.49192693380694524,0.282119346780497
"Palestine girl's appeal. 
#Palestine 
#PrayForPalestine #StopTheWarNow",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"I have concerns abt AI regarding
#palestine Q. 
#GazaHolocaust #freepalestine #istandwithpalestine #freepalestine#istandwithpalestine #palestinewillbefree #palestineunderattack #prayforpalestine #gazaunderattack #gazapalestine #freegaza #Ø·ÙÙØ§Ù_Ø§ÙØ§ÙØµ
""10,000 Palestinians""",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"We keep that winning feeling ! 
Letâs continue the good work

#FreePalestineFromIsrael #PrayForPalestine",,,0.2326314708051525,0.39404122312293766,0.3733273060719099
"American nurse talks about her experience in Gaza. 

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslim #humanrights #apartheid 
#gazaâ¦",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
" Over 100 Congressional staffers unite in a powerful walkout at the US Capitol, demanding a ceasefire in Gaza. Their call for peace echoes across the nation.  #CeasefireNow #PeacefulResolution #UnitedForPeace 
 #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocideâ¦",,,0.2579729353348277,0.4686492766034551,0.27337778806171725
"Turkish women condemn Israel in sit-in protest for Palestine

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",,,0.30756460946147535,0.4634438236078401,0.22899156693068468
"United in solidarity, sending prayers for the safety and well-being of the people of Palestine.  #StandWithPalestine #PrayForPalestine
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza",,,0.22923737211899264,0.4607050466400845,0.3100575812409228
"Exclusive: Chinese Submarine, Warships In Karachi - What It Means For India

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",,,0.24689355746280384,0.5062128850743922,0.24689355746280384
"Health assistance and medical supplies for Palestine, Alhamdulillah, have been distributed on Thursday, November 9, 2023. This aid was given to the Syuhada Jabaliya Health Center in North Gaza in the form of 1 unit of health aid and 30 medical supply packages. #prayforpalestine",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Injustice crime   no matter how high it may rise  remember that in the court of Allah  there is only justice., crime,,0.3269464148120021,0.39694442694911847,0.2761091582388794
"#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide""",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Russia-Ukraine war live: Germany to âmassively expandâ support for Ukraine, foreign minister says

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",,,0.2765613911986731,0.4619389899466877,0.26149961885463924
"Explained like you are a five years old                                    Illustration by 

          #prayforpalestine #digitalart #illustration #humanity #humanrights #stayontherightsideofhistory",,,0.22226507142954235,0.5189827704644413,0.25875215810601637
"Powerful Tuesday Prayer
#FreePalestine 
#PrayForGhaza 
#PrayforPalestine",,,0.2309322097384779,0.4383966977571201,0.33067109250440196
" #StandWithPalestine   #EndViolence  
 We mourn the loss of many brothers and sisters to acts of terrorism. Together, let's strive for peace and justice. #PrayForPalestine #EndViolence 
`terrorists  Occupier `",,,0.3048891070173692,0.41196900953505305,0.28314188344757774
This is Reality.    #PrayForPalestine,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Let's continue to keep Palestine in our thoughts and prayers. May peace, justice, and comfort find their way to the resilient people of Palestine.  #PrayForPalestine",,,0.2291330223036495,0.4618788920644462,0.3089880856319044
"South Africa stand with Palestine  

#PrayForPalestine #FreePalestineFromIsrael #IsraelisATerorristState 
#Ø·ÙÙØ§Ù_Ø§ÙØ£ÙØµÙ",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Indeed Almighty Allah! Will help you and reward you more than these hardships.
#ArmiesToAqsa
#PrayforPalestine 
#Gaza #Gaza #Gaza_Genocide #GazaHolocaust #Ø£Ø¨ÙØ¹Ø¨ÙØ¯Ø© #IsraelisaGenocidalState #PalestinianLivesMatter",,,0.22726269883743652,0.4806342625544829,0.29210303860808057
"Did something similar but because she was proudly transphobic. It hurts at first, but then you realize how relieved you'll feel not having someone so hateful in your circle. Anyways #PrayForPalestine ",,,0.29164245234115677,0.42646426368327883,0.2818932839755643
"London, throughout Britain, and around the world, a historic day and protest

#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
@IMshamstrz",,,0.24779815805605196,0.5319845970343616,0.2202172449095864
" Heartbreaking to see the destruction in Palestine. Let's stand together and pray for peace, justice, and support for the affected. May Allah bring relief to those in need.  #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocide 
#CeasefireInGazaNOW 
#Survivor",,,0.28069964936935676,0.3967416186777536,0.32255873195288964
"A heartfelt prayer for the people of Palestine, especially the children of Gaza. May they find peace, solace, and relief from their suffering.  #PrayForPalestine #ChildrenOfGaza #HopeForPeace",,,0.2555336147452543,0.43110598534664957,0.3133603999080961
"""Selective humanity""  you're doing the same thing the western world is doing with Ukraine and Palestine. Do not disregard a nations crisis because of another. 
#PrayforPalestine 
#PrayforSudan
#Prayforcongo",,,0.22328288581318298,0.5120588264156402,0.264658287771177
"Listening to this 

#FreePalaestin #FreePalaestine #FreePalestineFormZionist #PrayForGaza #PrayForPalestine",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Cursed be whatever happens after my death

#StopGazaGenocide 
#FreePalestine 
#PrayForPalestine",,,0.31005758124092286,0.46070504664008455,0.2292373721189927
"The killers of the she-camel of Prophet Saleh (peace be upon him) were only four people. The entire nation was punished because the rest committed the crime of remaining silent.

Insha'Allah, Israel will also soon face the consequences

#FreePalestineNow 
#PrayForPalestine",,,0.2848531400592758,0.4767411825611283,0.23840567737959584
Plans genocide with his family #NetanyahuIsAwarCriminal psychopath  #PrayForPalestine ,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"The Israeli occupying forces launched an attack on the Qalandiya refugee camp north of Jerusalem, firing tear gas towards homes. #FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",,,0.2771756006230128,0.482340956497211,0.24048344287977624
"#AsslamuAllekum
In front of your strength, there are those righteous servants of Allah who have more faith in their Lord than in their strength. From today onwards, if anyone talks about trusting weapons, show them this picture. #FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide #Shams_T 
",,,0.24283375383204833,0.4670223282389219,0.2901439179290297
#SavePalestine_FromZionism #PrayForGaza #PrayForPalestine #StandWithPalestine #PalestineWillBeFree,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"#AsslamuAllekum
And your Lord says", 'Call upon Me; I will respond to you.' Indeed, those who disdain My worship will enter Hell [rendered] contemptible. 40/60 #FreePalaestine #PrayForPalestine  #Gaza_Genocide #Shams_T ,0.21194155761708544,0.5761168847658291,0.21194155761708544
"@IMshamstrz""",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
This is Indonesia for PALESTINE #savepalestine #indonesiastandwithpalestine #palestinewillbefree #PrayForPalestine #palestinevictory,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Don't stop talking about PALESTINE #palestinegenocide #freepalestine #palestinewillbefree #prayforpalestine,,,0.22441044073250027,0.5039498201371144,0.2716397391303852
children never lie #FreePalestineFromIsrael #IsraelCuak #PrayForGaza #PrayForPalestine,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"I'm not anti-Semitic , I'm not racist , I'm not terrorist , but what's happening now in Gaza is GENOCIDE and I can't agree with something like that forever  !!! 

#StopGenocideInGaza 
#PrayForPalestine",,,0.24922997392312252,0.4559467654524165,0.29482326062446085
"Their tiny hearts, with heavy burdens, weigh, In the midst of chaos, they find their way.

#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat #DonateForPakistan",,,0.287262099807912,0.48609060606600035,0.22664729412608764
"Estamos vendendo imagens constantes de necrotÃ©rio a cÃ©u aberto em Gaza!! O genocÃ­dio persiste e o governo de Israel parece nÃ£o deter o genocÃ­dio do povo Palestino.  #PrayForPalestine #StopGenocide""",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
#gaza #PrayForPalestine #FreePalestine #FreePalestin #motaz_azaiza #GazaHolocaust #Gaza_Geniocide #Ø£Ø¨ÙØ¹Ø¨ÙØ¯Ø© #Ø§ÙØ§ØªØ­Ø§Ø¯_Ø§Ø¨ÙØ§ #Trending,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"God bless the people of Palestine.

This needs to stop. It's just NOT right.

#PrayForPalestine https://twitter.com/swilkinsonbc/status/1723828770459496540â¦",,,0.2592611274971464,0.4440049753299734,0.2967338971728801
"Only to Him we seek
Only Him who guides

#blessed
#PrayForPalestine
#FreePalestine",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Israel is a TERRORIST STATE 

#IsraelisATerorristState 

#FreePalaestine 
#FreeGazaNow 
#PrayForPalestine",,,0.3596794192120416,0.40797795151061367,0.2323426292773446
"""Is there a bigger dream than to want to go back to your home?""
Deep words from such a young mind.
May Allah Subhanahu Wa Ta'la grant them victory. 
#PrayForGaza #PrayForPalestine
#FreePalestine #BDS
",,,0.22339307399398095,0.511287923929854,0.26531900207616504
"Words canât evenâ¦â¦â¦ 

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide
#PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Despite the prevalence of playing games, Palestinian children contend with dire circumstances and a constant battle for survival.

#Palestine #Gaza #PrayForPalestine #Pakistan",,,0.2887236317105925,0.4505503965895813,0.2607259716998263
"Jungkook Zionist
Boycott #Zionist 
STAND WITH PALESTINE
PRAY FOR PALESTINE
#PrayForPalestine
#FreePalestine 
#SaveChildren",,,0.26678323790300873,0.45415406269378894,0.27906269940320233
This video broke me tonight. We never know kan how our life could inspire/affect other people. Lagi2 kalau mmg kita pempengaruh. This is really really sad  #PrayForPalestine,,,0.2766850929761093,0.49813942664551775,0.225175480378373
"Ironically, thatâs how this whole thing started, buddy..Zionist Jews coming into Palestine and using intimidation tactics to build an apartheid state #PrayForPalestine",,,0.24779815805605196,0.5319845970343616,0.2202172449095864
"Pakistan has not given Ukraine, which is at war with Russia, any weapons, and it has no intention of doing so.

#ukraine #palestine #PrayForPalestine #IsraeliCrimes #RussiaWar",,,0.30260544105721393,0.46891887647410363,0.22847568246868244
"Alkhidmat Foundation's Woman's Wing bringing hope to the people of  Gaza, one blanket bring children's smile light up their darkest days.

#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",,,0.2535179179645004,0.4745820409240376,0.271900041111462
"#ukraine #palestine #PrayForPalestine #IsraeliCrimes #RussiaWar""",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Alkhidmat Foundation's Woman's Wing bringing hope to the people of  Gaza, one blanket bring children's smile light up their darkest days.

#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",,,0.2535179179645004,0.4745820409240376,0.271900041111462
The  is with Palestine. But some of our pretentious muslim brothers are acting weird #prayforPalestine,,,0.25099208225005865,0.5281716860436768,0.22083623170626446
"The Israeli economy is increasingly declining due to the war. What is the situation like?

#freepalestina #freepalestine #palestina #hamas #israel #prayforpalestine",,,0.26618696537827524,0.48212284139266365,0.2516901932290612
Sending prayers and hope for peace to the people of Gaza and Palestine.  #PrayForGaza #PrayForPalestine,,,0.23013871535284697,0.4497456664657448,0.32011561818140816
Hope the other leaders also wake up. #PrayForPalestine,,,0.22891984619327044,0.46422619639023066,0.3068539574164988
" 
These kids are being forced to grow up every second, they have to sleep with one eye open because tomorrow isnât promised, this isnât a burden anyone should face  The individuals that are doing this are they even human?#Palestine #PalestinianLivesMatter #PrayForPalestine",,,0.2556553963651663,0.5071619749123062,0.2371826287225275
" 

The zionists is not only having war with Palestine  but all over the world. Even if they win the war  the world will disown them forever. The world will never forgive and forget  #PrayForPalestine""",,,0.24349303638767733,0.4432297878894836,0.3132771757228391
"#PrayForPalestine 
#FreePalenstine",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"The Palestine children are sharing their thoughts with the Muslim world sitting in their houses in ruins by jews and trying to wake up Muslims.

#Palestine #Gaza #PrayForPalestine",,,0.2456995780394502,0.5093368381119361,0.24496358384861364
"Pray for palestine

#PrayForPalestine",,,0.2323081662969901,0.40914302662269275,0.3585488070803171
,,,0.0,0.0,0.0
"#Palestine #Gaza #PrayForPalestine""",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Pray for palestine

#PrayForPalestine",,,0.2323081662969901,0.40914302662269275,0.3585488070803171
"In this challenging situation, the Alkhidmat Foundation Woman Wing is distributing blankets to the people of Gaza.

#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",,,0.2171289954747373,0.5497653913919293,0.23310561313333347
#FreePalestine #PrayForGaza #PrayForPalestine #IsraeliNewNazism,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"In this challenging situation, the Alkhidmat Foundation Woman Wing is distributing blankets to the people of Gaza.

#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",,,0.2171289954747373,0.5497653913919293,0.23310561313333347
#FreePalestine #PrayForGaza #PrayForPalestine #IsraeliNewNazism,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
It has arrived. While I cannot go out to the streets and raise my voice  I have decided to do whatever I can within my usual capacity  even if it's just a little #FreeGaza #FreePalaestine #PrayForGaza #PrayForPalestine,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"May Allah protect and save the people of PALESTINE and bring peace and justice to their land.

#PrayForPalestine
#FreePalestine",,,0.2325391409100428,0.3998376376611025,0.3676232214288548
#PrayForPalestine,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"#FreePalestine""",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Jungkook Zionist
fuck jungkook fuck jack harlow fuck jake kodish fuck scooter braun and fuck any and every zionist ignoring the plight of Palestinians 

Boycott #Zionist 
STAND WITH PALESTINE
PRAY FOR PALESTINE
#PrayForPalestine",,,0.3660694967841094,0.3848382812340501,0.2490922219818405
"May Allah protect and save the people of PALESTINE and bring peace and justice to their land.
#PrayForPalestine

#StandForPalestine #StandForJustice #FreePalestine",,,0.23223445841637533,0.4114746679601775,0.35629087362344725
"Jungkook Zionist
fuck jungkook fuck jack harlow fuck jake kodish fuck scooter braun and fuck any and every zionist ignoring the plight of Palestinians 

Boycott #Zionist 
STAND WITH PALESTINE
PRAY FOR PALESTINE
#PrayForPalestine",,,0.3660694967841094,0.3848382812340501,0.2490922219818405
"May Allah protect and save the people of PALESTINE and bring peace and justice to their land.
#PrayForPalestine

#StandForPalestine #StandForJustice #FreePalestine",,,0.23223445841637533,0.4114746679601775,0.35629087362344725
"how many more children have to ?!
**For what sin she was killed** surah Al-Takwir
 #IsraelCommitingGenocide
#IsraelcommitingWarcrimes
#FreePalestine #freegaza #boycottisrael #PrayForGaza #gazaunderattack #savegaza #prayforpalestine #freepalestine #freegaza #savethechildren",,,0.2516336721418234,0.5274079500846789,0.22095837777349767
"No words to explain this! This is heartbreaking! Cannot even say thoughts and prayers are with the  families of those who passed away because those remaining ones will be next in line to get caught to this genocide!  

Israelis are murderers!
This is genocide!

#PrayForPalestine",,,0.2756721736788914,0.49930262918052787,0.22502519714058078
"how many more children have to ?!
**For what sin she was killed** surah Al-Takwir
 #IsraelCommitingGenocide
#IsraelcommitingWarcrimes
#FreePalestine #freegaza #boycottisrael #PrayForGaza #gazaunderattack #savegaza #prayforpalestine #freepalestine #freegaza #savethechildren",,,0.2516336721418234,0.5274079500846789,0.22095837777349767
"No words to explain this! This is heartbreaking! Cannot even say thoughts and prayers are with the  families of those who passed away because those remaining ones will be next in line to get caught to this genocide!  

Israelis are murderers!
This is genocide!

#PrayForPalestine",,,0.2756721736788914,0.49930262918052787,0.22502519714058078
#PrayForPalestine #IsraelLaknatulloh,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"we are all Palestinians
we are all GAZA",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
we are all Palestinians,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Fuck Palestine ,,,0.49192693380694524,0.282119346780497,0.22595371941255785
They are Stand with humanity respect for US ,,,0.2294079612353575,0.4587483986555522,0.3118436401090902
"The average IQ in Gaza is 67.9 and 30% of the marriages are between first cousins. 

Forrest Gump had an IQ of 75, for reference.",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"This donkey is working more for the oppressed Muslims of #Gaza than the rulers of the Islamic world.
#FreePalestine #OIC #hamas #GazaGeniocide",,,0.25420931912361244,0.5243492755582185,0.22144140531816897
Remove BJP, liberate yourself from the bulls...,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Texas, US - why not Iran ? why not in Iraq ? why not in any of 22 Arabic countries ??",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Free free. ,,,0.21194155761708544,0.21194155761708544,0.5761168847658291
Free Palestine  ,,,0.22646578112860352,0.2858862077981303,0.48764801107326605
#FreePalestine,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Tidak mustahil orang2 kristian akan membunoh bangsa israel, kerana benci akan kekejaman bangsa ini.",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Muslim are born to die 
Am I right",,,0.3435833475331171,0.42471982840125516,0.23169682406562772
those in Spain towards Palestine. and what are they doing?,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Respect  ,,,0.21194155761708544,0.21194155761708544,0.5761168847658291
#BidenDemocrats,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
ISRAEL ESTADO TERRORISTA,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
The land was Jewish before Muslims conquered it in 611 .... there was no such thing called Palestine.....  The history didn't start in 1947 ....,,,0.23711621777699401,0.5448717202717791,0.21801206195122677
Respect  ,,,0.21194155761708544,0.21194155761708544,0.5761168847658291
#BidenDemocrats,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
ISRAEL ESTADO TERRORISTA,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Our answer to October 7th will be conquest, deportation and Jewish settlement",,,0.21194155761708544,0.5761168847658291,0.21194155761708544
This is terrorism ,,,0.4603137395825882,0.3104144374307259,0.22927182298668583
The West Bank has no Hamas BTW!,,,0.30685395741649885,0.4642261963902307,0.22891984619327047
"A country that asserts its power is waging war against women, children and common citizens, the rules of war are being broken every day, and the world is silent even as the world watches, humanity is collapsing in the world. STOP THE GENOCIDE
#FreePalestine #FreeGazaNow",,,0.30614403346908325,0.4650085017810819,0.22884746474983494
"Letâs start a chain of âAllah is Sufficient for us, and He is the Best Disposer of affairs. for Palestine ",,,0.22430587569201113,0.5047234405895004,0.2709706837184885
#FreePalaestine ,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
#FreePalestine ,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"#WeStandWithPalestine """,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Ø­Ø³Ø¨ÙØ§ Ø§ÙÙÙ ÙÙØ¹Ù Ø§ÙÙÙÙÙ..,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
The terrorist occupation forces continue their crimes with impunity because of the support from US and EU.,,,0.2858025122500965,0.45273232450144457,0.26146516324845887
Maybe they are Hamas members,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
"NEW: California governor Gavin Newsom admits the only reason Dem leaders cleaned up San Francisco was because world leaders were coming for APEC.

âFolks say: âoh, they're just cleaning up this place because all those fancy leaders are coming into town.ââ

âThatâs true becauseâ¦",,,0.21945650679714018,0.5365469480040952,0.24399654519876465
" there is no HAMAS here..""",,,0.3292071679717795,0.439961508532505,0.23083132349571556
The most justified war,,,0.37505183375537965,0.29561686466564363,0.32933130157897683
More Pallywood?,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Is this Sanatan darm?,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Ayesha and prophet ,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Is it fake or not? That's terrible....,,,0.32410339063563987,0.44544000627298647,0.2304566030913736
" RECAP #Israel #Palestine

1. Israeli Prime Minister Benjamin Netanyahu said that Israel would assume âoverall security responsibilityâ of the Gaza Strip for an indefinite period after its war with Hamas, the most public pushback against USâ¦",,,0.2454388461593406,0.5180375951092953,0.23652355873136421
That looks a lot like Mexico,,,0.23152055480895875,0.4282335221357959,0.3402459230552452
"stop spreading lies 
Mexican police officer in a riot in 2020 in Guadalajara.",,,0.379437073851847,0.3878771903427012,0.23268573580545182
Abe chutiye solder pe dekh kiska flag hai isi liye bolta hu pahle ja kari lao uske baad bakchodi karo per tum bhosdi wale ko to apne aage kuchh dikhta hu nahi #israelisrealterrist #hamasiasfighter,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Is this Sanatan darm?,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Ayesha and prophet ,,,0.21194155761708544,0.5761168847658291,0.21194155761708544
Is it fake or not? That's terrible....,,,0.32410339063563987,0.44544000627298647,0.2304566030913736
